1687658389# #本来是一个温馨的场面，没想到……我拿你当兄弟，你却想占我便宜允悲消防蓝朋友
1690330514# #【好担心一口吞荷包蛋的消防员噎着】近日，四川成都，热乎乎的面条刚出锅，警铃响起，还没来得及吃上一口蓝朋友们便迅速出动了。话说那位临走一口吞颗荷包蛋的蓝朋友，调皮里略显心酸。ps：出警平安，回来多吃点~消防蓝朋友
1701737581# #【消防员教你打一套八段锦】八段锦慢性病8招教你应对呼吸道疾病八段锦是中国古代传统功法，有助全身气血运行、强身健体。而且八段锦很容易坚持，也很出成绩，只要坚持往往就会看到很棒效果。戳视频，看蓝朋友教你打一段八段锦，转发收藏，练起来~
1700009150# #【她不关心名次只想看看许久没见的你】近日，江苏南京，第二届全国消防行业职业技能大赛。她不关心你能
1688430379# #【暴雨来袭如何保护自己？】持续强降雨天气可能会造成人员被困情况发生。被困路上、车里、家中分别该如何应对？↓↓务必收好这份自救指南！
1697483621# #【暖心消防就地给小朋友圆了个梦】近日，湖南湘潭，消防车停在路边引来几名小朋友的驻足围观，挪不开眼还伸出小手摸一摸，蓝朋友见状大气邀请小朋友“上车”，娃还不敢相信呢，咋梦想实现得如此之快。参观完消防队，娃依依不舍“叔叔他们又要走了”。
1694029663# #【小区消防通道岂能此路不通】‌小区里的消防车通道您注意过吗？‌消防车道作为火灾时供消防车通行的道路，‌‌净宽和净空高度均不能小于4米，‌‌平时不允许其他车辆停放，但生活中总有人图一时方便，随意占用堵塞，导致消防车无法到达火灾现场，延误灭火救援时机，更是违法行为。‌‌占用消防车道
1703520337# #【这些危险驾驶行为得当心了！】随意超车、高速随意停车、疲劳驾驶、酒后驾驶、开车玩手机……如果发生危险我们该如何自救呢？安全驾驶很重要！为自己和他人的安全着想，请注意每个驾驶细节！今年考研压力都没这个司机大
1691277872# #【厂房电箱起火消防员迎风扑救】台风杜苏芮来袭倾盆大雨，福建泉州，一厂房电表箱电路故障起火，风力强劲，火速迅速蔓延，情况紧急。消防员赶赴，在雨中拉水带，迎着强风对准起火点扑救，最终将明火扑灭。提示：台风暴雨天气，注意用电安全，若身处地势低洼地区，房屋易积水应立即断电，防止线路遭水
1700150753# #【这场救援他们跋山涉水用了16个小时】近日，辽宁本溪，一人被困在半山腰约90度的悬崖峭壁处，情况危急，报警求助。由于赶赴现场需要途经一个水库、翻越一处垂直90度的山崖，辽宁消防克服重重阻碍，历经16个小时，将被困人员安全救出。
1692210649# #【男子被压24小时村民发现拨打119】近日，江西景德镇，一男子被水泥柱压住双腿一天一夜，路过村民发现，报警求助。消防员立即赶赴，男子浑身灰尘，腰部以下被压动弹不得，情况紧急。救援人员安抚情绪同时，立即联合周边村民一起将水泥块抬起，经过10分的救援，将男子救出移交给医护人员救治。
1701894533# #辽宁消防超话【应急普法|追剧可以“狂飙”，安全不能“乱飙”】电视剧《狂飙》里有这些隐藏的安全细节，你发现了吗？高处作业、用电用火用气等安全细节需要时刻留意，确保自身和家庭的安全。我们一起来看看《狂飙》的这些情节都存在哪些安全隐患↓↓↓（上海市应急管理事务和化学品登记中心）
1703373848# #【儿童消防安全提示】儿童安全不容忽视，小孩被卡、溺水、坠落、玩火等多发，“儿童消防安全提示”，请家长和孩子牢记↓
1691108210# #【灭火器的使用方法】灭火器是一种可携式灭火工具，是常见的防火设施之一。掌握灭火器的使用方法，对扑灭初起火灾至关重要。赶紧戳图了解！
1691019413# #【唐山85名消防员星夜兼程驰援涿州】8月1日23时许，河北省唐山市消防救援支队接到总队指挥中心增援保定涿州命令。唐山市消防救援支队抗洪抢险救援专业队85名指战员、16部执勤消防车携带12艘橡舟艇迅速集结，星夜兼程奔赴保定涿州，于8月2日5时抵达涿州。
1703454964# #圣诞节来临，为了营造节日气氛，各大公共场所都会用饰品进行装扮，存在火灾隐患，进入人员密集场所，注意观察安全出口位置，一旦发生火灾，第一时间逃生。黑河消防在此提醒大家：节日欢乐，勿忘消防。
1703895345# #【烟花虽美丽，安全要牢记】跨年夜即将到来，那肯定离不了烟花爆竹啦，大家燃放时也要注意消防安全哦。燃放烟花爆竹时有哪些注意事项，一起来了解！
1699896181# #冬天最狠减肥法【学会这组健身操教你健康减肥】科学健身才是最好的减脂方式，蓝朋友私藏的健身妙招分享给你，燃脂同时养成健康体魄，一起健康运动吧~ps：不用羡慕别人，从现在开始练起来，你也可以～
1704149540# #【没想到吧搜救犬也会打呼噜】室友打呼噜我睡不着怎么办？在线等，挺急的！ps：有人给我们解决一下这个问题吗？评论区敲起来~
1697558535# #【楼道起火电动车摩托车烧成一片】近日，广东韶关，一居民楼首层楼道突发起火，消防员接警后赶赴，只见冒起的浓烟把七层的外墙都熏黑了，多辆电动车、摩托车正在猛烈燃烧，发出噼里啪啦的响声。救援人员赶紧疏散群众的同时铺设水枪灭火，最终大火被扑灭，楼道里却是一片狼藉。提示：对电动车上楼入户
1699289078# #【消防员徒手转移冒火的煤气罐】近日，黑龙江哈尔滨一门店发生火情，消防员赶赴救援，徒手拎出燃着火的煤气罐极速转移。
1695413235# #【纸皮厂深夜起浓烟消防冒雨扑救】近日，广东中山，一平房纸皮厂堆积的纸皮突然冒起浓烟，消防员紧急赶赴。时值天降大雨，救援人员冒雨持水枪控制火势，再利用撬棍将堆积的纸皮掀开，持续进行冷却和排烟。15分钟后，现场火势被扑灭并确定无复燃可能。提示：消防安全不分晴雨，时时注意！
1702397134# #【乘坐地铁安全须知】地铁是城市里的一种重要交通工具，客流量大，人员集中，一旦发生意外，极易造成群死群伤的严重后果，关于地铁乘坐安全须知，跟天天一起戳图看看吧。明年起广州地铁内将禁止电子设备外放声音
1696357723# #【拯救肩颈这样练】颈椎不好建议别睡软枕头但颈椎不适可以试试这组动作↓↓放松肩颈非常不错，让你的肌肉不再紧张。快跟蓝朋友练起来吧！要坚持哦～
1699459329# #【新郎接亲被困电梯消防上门助完婚】近日，河南信阳，新郎在接亲时遭遇电梯故障，集体被困在电梯内无法脱身，情急之下报警求助。信阳消防赶赴，用时约三分钟成功救出被困人员，助新郎顺利完婚。网友：接亲第一道门是电梯门，最好的后援团竟是蓝朋友~
1700065533# #【消防员洗头发遇出警一路踉跄上车】贵州遵义，蓝朋友正在洗澡。突然，警铃响起，他们立即穿上衣服冲出澡堂。头上还有未来得及冲洗的泡沫，一路踉跄的冲向消防车。网友：辛苦啦，回来一定好好洗干净啊~
1700237154# #【蓝朋友深夜放毒制作美食】蓝朋友来教大家深受全民喜爱的西红柿炒鸡蛋的正确做法！简单的食材烹饪出不简单的美味，大家学会了也一起来试试吧。话说你们喜欢吃西红柿炒鸡蛋吗？
1689815507# #消防蓝朋友【义乌两车相撞司机被困消防破拆救援】近日，浙江义乌市福田街道国际商贸城一区东门对面，两辆白色厢式货车相撞，造成空调失效，一名男子被困在闷热的车内，随时有中暑危险。福田街道专职消防队消防员接警后及时赶赴现场，拆车门，扩张空间，从驾驶室内救出被困男子。全民正能量
1701204334# #辽宁消防超话【女孩放下袋子就跑消防员甚至没看清】近日，福建漳州，小姐姐来到消防站，手里拿着一个袋子，放到消防站门口撒腿就跑。蓝朋友察觉异样去看，女孩跑得飞快，早已不见了踪影。蓝朋友打开袋子一看，原来是一袋自己做的寿司。他们的身影温暖整个冬季ps:谢谢热心女孩~
1703088137# #【应急普法|建筑施工领域法律风险提示】没有按照相关法规标准要求进行建筑施工作业，埋下隐患就会导致事故发生，法律责任也会随之而来。那么，安全员、项目负责人、承包方等需要承担哪些法律责任？戳↓↓↓一起来了解。（武汉东湖新技术开发区应急管理局）
1690418919# #【男子跳河为给狗洗澡扭伤腰上不来】近日，山东威海，一男子想要跳下河堤给宠物狗狗洗澡，不料摔倒，腰部受伤动弹不得，无奈报警求助。消防员赶赴，只见男子半躺坡上表情无助，狗子在一旁狂吠不止，甚是无奈，救援人员小心翼翼地将其抬上担架送医救治。狗子：以后咱还是去正规地儿洗澡吧～
1691454598# #夜晚1岁女童被困车内消防砸窗救人【严防儿童被锁车内】儿童被锁车中引发的悲剧轮番上演，让人心痛！阿消提醒各位家长，带孩子外出，一定要多加注意，千万别把孩子单独留在车内！
1697746702# #【萌娃洗消防车太熟练都能直接入职了】近日，浙江温州，一小男孩因为喜欢消防车，几乎每周都会跑来消防站义务帮忙洗车，蓝朋友不忍拒绝这么可爱的小帮手，便交给娃一些力所能及的小“任务”。话说小朋友的手法真是又熟练又专业，认真仔细的小模样也十分讨喜。网友调侃：娃4岁洗消防车经验5年~
1691277975# #【消防员吃上了家乡味道的饭菜】8月4日，河北涿州，山东消防东营分队消防救援人员在任务间隙，抓紧时间洗衣、吃饭。“这饭菜太好吃了，炒出了家乡的味道！”吃完，继续干！愿风雨中的你平安
1703189466# #川川科普消防说【地震来时如何科学避震？】面对地震这种不可抗拒的自然灾害，掌握正确的自救方法才能从容应对。那么发生地震时，如何科学避震？和蓝朋友一起学起来！甘肃积石山6.2级地震
1702763543# #【地铁应急知识不可缺！】方便、快捷、不堵……地铁是很多人外出乘坐交通工具时的优选，不过，乘坐地铁也会遇到一些突发状况。了解这些常见的安全隐患，掌握相关应急知识，才能有备无患。北京地铁
1697841348# #【这一餐隔着手机屏幕都能香迷糊】要说人生中学会做的第一道菜是什么？很多人那非西红柿炒鸡蛋莫属了。看似普普通通，却是下饭神器。看蓝朋友这行云流水的操作，必定色香味俱全！那么问题来了，你家的西红柿炒鸡蛋是甜的还是咸的？消防员的美食有多馋人
